1 	Denver 	290.0 	331.0 	379.0 	262.8 	317.2 	316.1
2 	Minnesota 	290.5 	338.3 	456.0 	260.7 	320.3 	314.9
3 	Jacksonville 	301.6 	384.0 	344.0 	281.1 	316.5 	321.7
4 	Arizona 	310.8 	269.0 	296.0 	287.0 	334.6 	305.2
5 	Pittsburgh 	311.1 	326.3 	378.0 	319.7 	301.4 	339.2
6 	Dallas 	318.1 	216.0 	219.0 	328.0 	308.1 	348.0
7 	Chicago 	319.1 	291.3 	327.0 	322.9 	315.4 	346.8
8 	Atlanta 	321.6 	314.3 	334.0 	301.1 	338.0 	376.9
9 	Carolina 	322.6 	391.0 	410.0 	331.0 	315.1 	359.8
10 	Philadelphia 	322.7 	409.0 	613.0 	285.9 	363.6 	342.8
11 	Seattle 	323.2 	297.7 	259.0 	319.1 	327.2 	319.6
12 	Baltimore 	325.1 	307.0 	359.0 	329.4 	320.8 	322.1
13 	Cleveland 	328.1 	327.3 	348.0 	303.1 	347.6 	392.4
14 	LA Chargers 	328.4 	342.7 	336.0 	321.6 	335.1 	347.1
15 	Tennessee 	333.9 	330.7 	438.0 	344.1 	325.8 	357.5
16 	Miami 	335.7 	348.0 	312.0 	284.3 	375.7 	381.7
17 	LA Rams 	338.7 	383.0 	322.0 	339.8 	337.8 	337.0
18 	Cincinnati 	339.1 	311.3 	312.0 	327.9 	350.2 	350.8
19 	New Orleans 	344.4 	423.7 	403.0 	353.6 	335.3 	375.4
20 	Houston 	346.6 	348.0 	250.0 	322.6 	370.6 	300.1
21 	Buffalo 	347.8 	332.3 	230.0 	360.9 	336.1 	357.0
22 	Washington 	347.9 	332.3 	381.0 	289.8 	406.0 	377.9
23 	Green Bay 	348.9 	326.3 	356.0 	323.2 	374.5 	374.2
24 	Oakland 	350.1 	347.0 	495.0 	316.4 	376.2 	370.1
25 	San Francisco 	351.6 	350.3 	251.0 	383.2 	319.9 	406.4
26 	NY Jets 	352.2 	373.7 	330.0 	344.5 	360.0 	342.4
27 	Detroit 	355.8 	323.0 	256.0 	364.6 	347.0 	356.6
28 	Kansas City 	367.0 	359.3 	397.0 	347.2 	389.2 	369.7
29 	Indianapolis 	367.1 	331.3 	209.0 	364.8 	369.4 	382.9
30 	New England 	370.3 	393.0 	538.0 	352.5 	390.0 	328.3
31 	NY Giants 	373.2 	275.7 	197.0 	361.5 	384.9 	343.6
32 	Tampa Bay 	378.1 	329.3 	323.0 	348.4 	407.8 	367.9
